5.000000000000000000e+01 1.000000000000000000e+01
6.938775510204081343e+01 1.118367346938775455e+02
8.877551020408162685e+01 2.136734693877550910e+02
1.081632653061224545e+02 3.155102040816326507e+02
1.275510204081632679e+02 4.173469387755101820e+02
1.469387755102040956e+02 5.191836734693877133e+02
1.663265306122449090e+02 6.210204081632653015e+02
1.857142857142857224e+02 7.228571428571427759e+02
2.051020408163265358e+02 8.246938775510203641e+02
2.244897959183673493e+02 9.265306122448979522e+02
2.438775510204081627e+02 1.028367346938775427e+03
2.632653061224489761e+02 1.130204081632653015e+03
2.826530612244898180e+02 1.232040816326530603e+03
3.020408163265306030e+02 1.333877551020408191e+03
3.214285714285714448e+02 1.435714285714285552e+03
3.408163265306122298e+02 1.537551020408163140e+03
3.602040816326530717e+02 1.639387755102040728e+03
3.795918367346939135e+02 1.741224489795918316e+03
3.989795918367346985e+02 1.843061224489795904e+03
4.183673469387755404e+02 1.944897959183673265e+03
4.377551020408163254e+02 2.046734693877550853e+03
4.571428571428571672e+02 2.148571428571428442e+03
4.765306122448979522e+02 2.250408163265306030e+03
4.959183673469387941e+02 2.352244897959183618e+03
5.153061224489796359e+02 2.454081632653061206e+03
5.346938775510204778e+02 2.555918367346938794e+03
5.540816326530612059e+02 2.657755102040816382e+03
5.734693877551020478e+02 2.759591836734693516e+03
5.928571428571428896e+02 2.861428571428571104e+03
6.122448979591837315e+02 2.963265306122448692e+03
6.316326530612244596e+02 3.065102040816326280e+03
6.510204081632653015e+02 3.166938775510203868e+03
6.704081632653061433e+02 3.268775510204081456e+03
6.897959183673469852e+02 3.370612244897959044e+03
7.091836734693878270e+02 3.472448979591836633e+03
7.285714285714285552e+02 3.574285714285714221e+03
7.479591836734693970e+02 3.676122448979591809e+03
7.673469387755102389e+02 3.777959183673469397e+03
7.867346938775510807e+02 3.879795918367346530e+03
8.061224489795918089e+02 3.981632653061224119e+03
8.255102040816326507e+02 4.083469387755101707e+03
8.448979591836734926e+02 4.185306122448979295e+03
8.642857142857143344e+02 4.287142857142856883e+03
8.836734693877551763e+02 4.388979591836734471e+03
9.030612244897959044e+02 4.490816326530612059e+03
9.224489795918367463e+02 4.592653061224489647e+03
9.418367346938775881e+02 4.694489795918367236e+03
9.612244897959184300e+02 4.796326530612244824e+03
9.806122448979592718e+02 4.898163265306122412e+03
1.000000000000000000e+03 5.000000000000000000e+03
