1.300000000000000000e+01 5.949000000000000909e+02
1.682828282828282696e+01 9.668196102438524804e+02
2.065656565656565746e+01 1.432536016732986582e+03
2.448484848484848442e+01 1.992049219467401144e+03
2.831313131313131493e+01 2.645359218447098101e+03
3.214141414141414543e+01 3.392466013672075405e+03
3.596969696969696884e+01 4.233369605142333057e+03
3.979797979797979934e+01 5.168069992857872421e+03
4.362626262626262985e+01 6.196567176818693952e+03
4.745454545454545325e+01 7.318861157024794011e+03
5.128282828282828376e+01 8.534951933476175327e+03
5.511111111111111427e+01 9.844839506172842448e+03
5.893939393939393767e+01 1.124852387511478446e+04
6.276767676767676818e+01 1.274600504030201046e+04
6.659595959595959869e+01 1.433728300173451862e+04
7.042424242424242209e+01 1.602235775941230531e+04
7.425252525252525970e+01 1.780122931333537781e+04
7.808080808080808310e+01 1.967389766350372520e+04
8.190909090909090651e+01 2.164036280991735111e+04
8.573737373737374412e+01 2.370062475257627375e+04
8.956565656565656752e+01 2.585468349148046400e+04
9.339393939393939092e+01 2.810253902662993278e+04
9.722222222222222854e+01 3.044419135802469464e+04
1.010505050505050519e+02 3.287964048566472775e+04
1.048787878787878753e+02 3.540888640955004666e+04
1.087070707070707130e+02 3.803192912968064775e+04
1.125353535353535364e+02 4.074876864605652372e+04
1.163636363636363598e+02 4.355940495867768914e+04
1.201919191919191974e+02 4.646383806754413672e+04
1.240202020202020208e+02 4.946206797265585192e+04
1.278484848484848442e+02 5.255409467401284928e+04
1.316767676767676676e+02 5.573991817161513609e+04
1.355050505050505194e+02 5.901953846546272689e+04
1.393333333333333144e+02 6.239295555555554893e+04
1.431616161616161662e+02 6.586016944189369678e+04
1.469898989898989896e+02 6.942118012447710498e+04
1.508181818181818130e+02 7.307598760330579535e+04
1.546464646464646364e+02 7.682459187837976788e+04
1.584747474747474882e+02 8.066699294969902257e+04
1.623030303030303116e+02 8.460319081726354489e+04
1.661313131313131350e+02 8.863318548107336392e+04
1.699595959595959584e+02 9.275697694112845056e+04
1.737878787878787818e+02 9.697456519742883393e+04
1.776161616161616053e+02 1.012859502499744849e+05
1.814444444444444571e+02 1.056911320987654472e+05
1.852727272727272805e+02 1.101901107438016625e+05
1.891010101010101039e+02 1.147828861850831745e+05
1.929292929292929273e+02 1.194694584226099396e+05
1.967575757575757507e+02 1.242498274563820160e+05
2.005858585858585741e+02 1.291239932863993454e+05
2.044141414141414259e+02 1.340919559126620006e+05
2.082424242424242493e+02 1.391537153351698944e+05
2.120707070707070727e+02 1.443092715539230849e+05
2.158989898989898961e+02 1.495586245689215430e+05
2.197272727272727195e+02 1.549017743801652978e+05
2.235555555555555429e+02 1.603387209876543202e+05
2.273838383838383947e+02 1.658694643913886393e+05
2.312121212121212182e+02 1.714940045913682552e+05
2.350404040404040416e+02 1.772123415875931096e+05
2.388686868686868650e+02 1.830244753800632607e+05
2.426969696969696884e+02 1.889304059687786794e+05
2.465252525252525118e+02 1.949301333537393948e+05
2.503535353535353636e+02 2.010236575349454361e+05
2.541818181818181870e+02 2.072109785123967158e+05
2.580101010101010388e+02 2.134920962860933214e+05
2.618383838383838338e+02 2.198670108560351073e+05
2.656666666666666288e+02 2.263357222222221608e+05
2.694949494949494806e+02 2.328982303846546274e+05
2.733232323232323324e+02 2.395545353433323326e+05
2.771515151515151274e+02 2.463046370982552471e+05
2.809797979797979792e+02 2.531485356494235748e+05
2.848080808080808310e+02 2.600862309968371119e+05
2.886363636363636260e+02 2.671177231404958875e+05
2.924646464646464779e+02 2.742430120804000180e+05
2.962929292929292728e+02 2.814620978165492998e+05
3.001212121212121247e+02 2.887749803489439655e+05
3.039494949494949765e+02 2.961816596775840153e+05
3.077777777777777715e+02 3.036821358024691581e+05
3.116060606060606233e+02 3.112764087235996849e+05
3.154343434343434183e+02 3.189644784409754211e+05
3.192626262626262701e+02 3.267463449545965414e+05
3.230909090909090651e+02 3.346220082644627546e+05
3.269191919191919169e+02 3.425914683705744683e+05
3.307474747474747687e+02 3.506547252729313914e+05
3.345757575757575637e+02 3.588117789715335239e+05
3.384040404040404155e+02 3.670626294663809822e+05
3.422323232323232105e+02 3.754072767574737081e+05
3.460606060606060623e+02 3.838457208448118181e+05
3.498888888888889142e+02 3.923779617283951375e+05
3.537171717171717091e+02 4.010039994082236663e+05
3.575454545454545610e+02 4.097238338842975791e+05
3.613737373737373559e+02 4.185374651566166431e+05
3.652020202020202078e+02 4.274448932251811493e+05
3.690303030303030027e+02 4.364461180899907486e+05
3.728585858585858546e+02 4.455411397510458482e+05
3.766868686868687064e+02 4.547299582083462155e+05
3.805151515151515014e+02 4.640125734618916176e+05
3.843434343434343532e+02 4.733889855116825784e+05
3.881717171717171482e+02 4.828591943577185739e+05
3.920000000000000000e+02 4.924232000000000698e+05
